date,GISS,HAD,NOAA,RSS,UAH
198401,0.22,0.088,0.2019,-0.266,-0.421
198402,0.07,0.011,0.0944,-0.139,-0.296
198403,0.22,0.053,0.1971,-0.153,-0.225
198404,0.03,-0.022,0.0931,-0.225,-0.32
198405,0.29,0.072,0.2225,-0.093,-0.122
198406,-0.02,-0.025,0.0858,-0.206,-0.284
198407,0.11,-0.039,0.0832,-0.197,-0.336
198408,0.11,0.041,0.1131,-0.166,-0.276
198409,0.16,0.036,0.0647,-0.457,-0.613
198410,0.04,-0.048,0.0666,-0.146,-0.313
198411,-0.05,-0.122,-0.0155,-0.273,-0.524
198412,-0.15,-0.294,-0.1277,-0.37,-0.475
198501,0.15,0.019,0.105,-0.252,-0.263
198502,-0.14,-0.145,-0.0468,-0.275,-0.317
198503,0.11,-0.027,0.1303,-0.278,-0.228
198504,0.05,-0.053,0.0976,-0.319,-0.302
198505,0.05,-0.008,0.1391,-0.328,-0.327
198506,0.12,-0.057,0.0717,-0.334,-0.299
198507,-0.08,-0.056,0.0174,-0.357,-0.447
198508,0.1,0.015,0.0682,-0.198,-0.269
198509,0.06,-0.042,0.0335,-0.195,-0.323
198510,0.04,-0.01,0.0677,-0.289,-0.411
198511,-0.01,-0.103,0.0576,-0.15,-0.255
198512,0.07,0.007,0.0991,-0.152,-0.219
198601,0.19,0.115,0.2359,-0.032,-0.134
198602,0.37,0.082,0.1843,-0.238,-0.27
198603,0.24,0.048,0.2235,-0.162,-0.252
198604,0.18,0.037,0.1992,-0.054,-0.125
198605,0.16,0.018,0.1959,-0.095,-0.126
198606,0.04,0.044,0.2068,-0.157,-0.204
198607,0.05,-0.007,0.1214,-0.201,-0.259
198608,0.07,-0.007,0.116,-0.18,-0.3
198609,0,0.014,0.1075,-0.184,-0.384
198610,0.05,0.045,0.1373,-0.247,-0.378
198611,0.01,-0.044,0.0886,-0.101,-0.223
198612,0.06,0.01,0.1378,-0.022,-0.215
198701,0.25,0.118,0.2298,0.132,0.041
198702,0.38,0.267,0.4318,0.147,0.091
198703,0.11,0.02,0.1789,-0.136,-0.179
198704,0.17,0.069,0.2477,0.137,0.012
198705,0.17,0.135,0.2834,-0.014,-0.128
198706,0.32,0.122,0.2374,0.121,0.092
198707,0.41,0.255,0.3531,0.063,0.044
198708,0.19,0.22,0.3129,0.031,-0.037
198709,0.3,0.256,0.3599,0.022,-0.075
198710,0.26,0.174,0.244,0.151,0.09
198711,0.21,0.188,0.2628,0.181,-0.013
198712,0.42,0.326,0.4475,0.351,0.279
198801,0.51,0.348,0.4626,0.224,0.169
198802,0.35,0.201,0.2988,-0.035,-0.076
198803,0.45,0.257,0.4051,0.197,0.124
198804,0.35,0.241,0.3693,0.085,-0.04
198805,0.38,0.179,0.3063,0.11,0.011
198806,0.4,0.207,0.3264,0.084,0.037
198807,0.26,0.164,0.286,0.183,0.117
198808,0.31,0.158,0.25,0.037,0.088
198809,0.3,0.158,0.2518,0.228,0.158
198810,0.29,0.124,0.2338,-0.053,0.004
198811,-0.03,0.018,0.1611,-0.103,-0.184
198812,0.19,0.104,0.2824,-0.159,-0.213
198901,0.03,-0.002,0.1326,-0.296,-0.431
198902,0.28,0.094,0.2291,-0.195,-0.284
198903,0.27,0.08,0.2663,-0.266,-0.3
198904,0.17,0.081,0.1999,-0.132,-0.208
198905,0.04,0.051,0.2136,-0.143,-0.302
198906,0.05,0.067,0.2148,-0.152,-0.269
198907,0.28,0.163,0.2422,-0.068,-0.172
198908,0.26,0.174,0.2387,-0.1,-0.132
198909,0.31,0.135,0.2293,0.021,-0.062
198910,0.25,0.145,0.2302,-0.036,-0.074
198911,0.08,0.052,0.1808,-0.064,-0.174
198912,0.26,0.188,0.3127,-0.004,-0.014
199001,0.31,0.198,0.3002,-0.084,-0.108
199002,0.28,0.245,0.3667,-0.127,-0.239
199003,0.64,0.467,0.6651,0.215,0.002
199004,0.47,0.303,0.4423,0.041,-0.091
199005,0.38,0.242,0.3755,0.08,0.016
199006,0.26,0.235,0.3505,0.132,0.038
199007,0.45,0.208,0.2907,-0.007,-0.028
199008,0.25,0.226,0.316,0.014,-0.046
199009,0.16,0.166,0.2851,-0.029,-0.125
199010,0.39,0.284,0.3723,0.123,0.014
199011,0.42,0.285,0.4771,0.334,0.209
199012,0.36,0.196,0.4131,0.196,0.136
199101,0.33,0.229,0.396,0.117,0.027
199102,0.45,0.283,0.4108,0.069,0.063
199103,0.26,0.176,0.2936,0.284,0.185
199104,0.45,0.317,0.4624,0.064,0.032
199105,0.3,0.254,0.3512,0.164,0.086
199106,0.49,0.287,0.4198,0.296,0.279
199107,0.47,0.292,0.3802,0.147,0.118
199108,0.37,0.24,0.3076,0.162,0.146
199109,0.39,0.182,0.2955,0.018,-0.054
199110,0.21,0.135,0.2634,-0.051,-0.162
199111,0.18,0.077,0.2584,-0.111,-0.211
199112,0.24,0.079,0.2169,-0.19,-0.205
199201,0.39,0.282,0.4185,-0.009,-0.13
199202,0.34,0.251,0.4065,-0.121,-0.226
199203,0.37,0.208,0.368,-0.004,-0.111
199204,0.13,0.12,0.2531,-0.162,-0.276
199205,0.23,0.11,0.2869,-0.172,-0.265
199206,0.16,0.108,0.2335,-0.173,-0.249
199207,0.01,-0.021,0.0912,-0.319,-0.405
199208,0.01,-0.017,0.0795,-0.372,-0.461
199209,-0.11,-0.093,0.0294,-0.31,-0.471
199210,-0.04,-0.08,0.0376,-0.156,-0.25
199211,-0.1,-0.119,0.006,-0.147,-0.258
199212,0.12,-0.007,0.2408,-0.206,-0.302
199301,0.27,0.217,0.3417,-0.215,-0.337
199302,0.28,0.166,0.3385,-0.162,-0.288
199303,0.28,0.209,0.372,-0.285,-0.446
199304,0.16,0.104,0.2584,-0.203,-0.319
199305,0.16,0.153,0.2742,-0.097,-0.257
199306,0.11,0.131,0.2439,-0.025,-0.115
199307,0.12,0.08,0.1973,-0.009,-0.115
199308,0.03,0.06,0.1706,-0.14,-0.247
199309,0,0.018,0.1161,-0.272,-0.414
199310,0.14,0.061,0.1957,-0.036,-0.183
199311,0.02,-0.032,0.0726,-0.085,-0.171
199312,0.04,0.103,0.2042,0.115,0.002
199401,0.23,0.157,0.2355,0.008,-0.092
199402,-0.06,-0.09,0.018,-0.067,-0.234
199403,0.18,0.181,0.3243,-0.033,-0.23
199404,0.29,0.173,0.3294,-0.083,-0.151
199405,0.16,0.244,0.3467,-0.001,-0.14
199406,0.34,0.213,0.314,0.069,-0.002
199407,0.23,0.152,0.2729,0.081,-0.032
199408,0.15,0.171,0.2604,0.064,-0.128
199409,0.3,0.158,0.2688,0.114,-0.062
199410,0.38,0.238,0.3943,-0.065,-0.244
199411,0.34,0.247,0.4133,0.128,0.031
199412,0.25,0.217,0.3679,0.122,0.036
199501,0.42,0.359,0.5046,0.178,0.029
199502,0.71,0.468,0.6739,0.133,-0.018
199503,0.41,0.293,0.4319,0.037,-0.117
199504,0.38,0.23,0.3566,0.248,0.109
199505,0.06,0.171,0.2638,0.131,-0.016
199506,0.38,0.288,0.4289,0.164,0.069
199507,0.47,0.299,0.3772,0.044,0.025
199508,0.38,0.317,0.4512,0.285,0.209
199509,0.22,0.206,0.3452,0.324,0.104
199510,0.43,0.244,0.3861,0.204,-0.013
199511,0.36,0.276,0.3948,0.209,0.044
199512,0.23,0.151,0.3028,-0.053,-0.204
199601,0.25,0.065,0.2185,-0.041,-0.187
199602,0.44,0.254,0.3795,0.109,0.002
199603,0.32,0.134,0.2799,0.102,-0.023
199604,0.25,0.095,0.232,-0.082,-0.152
199605,0.18,0.167,0.3515,0.005,-0.193
199606,0.16,0.148,0.3142,-0.024,-0.181
199607,0.36,0.182,0.2868,0.116,-0.086
199608,0.44,0.185,0.2692,0.047,0.046
199609,0.24,0.09,0.2259,0.182,0.026
199610,0.14,0.083,0.2128,0.125,-0.036
199611,0.34,0.072,0.2334,0.054,0.01
199612,0.3,0.17,0.326,-0.034,-0.074
199701,0.26,0.15,0.3261,-0.043,-0.17
199702,0.29,0.251,0.404,0.053,-0.087
199703,0.46,0.265,0.4387,-0.003,-0.131
199704,0.3,0.198,0.4155,-0.063,-0.305
199705,0.3,0.241,0.4003,0.024,-0.135
199706,0.51,0.379,0.5054,0.017,-0.058
199707,0.26,0.372,0.4756,0.165,0.015
199708,0.34,0.411,0.4996,0.202,0.03
199709,0.4,0.459,0.5912,0.19,-0.031
199710,0.51,0.496,0.6045,0.22,0.018
199711,0.55,0.468,0.5005,0.158,0.086
199712,0.53,0.533,0.5971,0.302,0.227
199801,0.52,0.492,0.5684,0.55,0.477
199802,0.81,0.756,0.8323,0.736,0.66
199803,0.55,0.548,0.6076,0.585,0.429
199804,0.54,0.647,0.7117,0.857,0.668
199805,0.65,0.596,0.6316,0.667,0.565
199806,0.71,0.606,0.6414,0.567,0.511
199807,0.65,0.671,0.6986,0.605,0.441
199808,0.63,0.647,0.6713,0.572,0.449
199809,0.41,0.393,0.5021,0.494,0.333
199810,0.4,0.42,0.4405,0.461,0.296
199811,0.42,0.351,0.3598,0.195,0.083
199812,0.48,0.444,0.5154,0.311,0.196
199901,0.39,0.37,0.4798,0.18,0.026
199902,0.58,0.552,0.6656,0.315,0.139
199903,0.25,0.294,0.3224,-0.015,-0.1
199904,0.22,0.315,0.4473,0.181,-0.019
199905,0.21,0.233,0.3788,0.111,-0.064
199906,0.34,0.263,0.4006,-0.084,-0.179
199907,0.31,0.27,0.3979,0.094,-0.075
199908,0.27,0.236,0.363,0.041,-0.123
199909,0.29,0.267,0.3635,0.15,0.008
199910,0.31,0.228,0.3585,0.076,-0.05
199911,0.29,0.21,0.3298,0.058,-0.085
199912,0.33,0.327,0.5449,0.125,-0.081
200001,0.16,0.206,0.2934,-0.057,-0.335
200002,0.51,0.361,0.4899,0.113,-0.089
200003,0.48,0.331,0.4858,0.14,-0.054
200004,0.51,0.45,0.6192,0.257,0.039
200005,0.28,0.241,0.4609,0.182,0.047
200006,0.36,0.234,0.3929,0.124,-0.004
200007,0.35,0.255,0.3764,0.057,-0.087
200008,0.38,0.339,0.4368,0.008,-0.116
200009,0.32,0.32,0.4011,0.12,-0.001
200010,0.17,0.194,0.2717,0.108,-0.024
200011,0.25,0.15,0.1885,0.025,-0.006
200012,0.21,0.164,0.2619,0.011,-0.043
200101,0.38,0.324,0.4284,0.101,-0.048
200102,0.39,0.286,0.3837,0.124,0.05
200103,0.53,0.487,0.6064,0.178,0.039
200104,0.4,0.43,0.5321,0.357,0.185
200105,0.49,0.39,0.5586,0.303,0.189
200106,0.45,0.413,0.5405,0.119,-0.01
200107,0.51,0.453,0.5398,0.179,0.061
200108,0.45,0.506,0.5843,0.433,0.253
200109,0.47,0.404,0.4715,0.206,0.089
200110,0.43,0.378,0.4735,0.327,0.185
200111,0.65,0.506,0.6462,0.326,0.172
200112,0.51,0.321,0.4606,0.285,0.173
200201,0.72,0.598,0.6648,0.358,0.201
200202,0.7,0.611,0.768,0.45,0.188
200203,0.87,0.609,0.7398,0.338,0.245
200204,0.55,0.445,0.5384,0.37,0.243
200205,0.56,0.443,0.539,0.324,0.308
200206,0.46,0.474,0.5833,0.398,0.312
200207,0.56,0.479,0.5951,0.37,0.219
200208,0.45,0.427,0.5167,0.301,0.176
200209,0.51,0.412,0.5321,0.292,0.24
200210,0.5,0.358,0.4565,0.121,0.122
200211,0.5,0.393,0.5695,0.27,0.246
200212,0.37,0.328,0.4131,0.209,0.144
200301,0.66,0.525,0.6443,0.445,0.286
200302,0.5,0.441,0.5498,0.322,0.168
200303,0.52,0.425,0.5255,0.235,0.086
200304,0.49,0.417,0.4979,0.297,0.149
200305,0.52,0.437,0.5668,0.348,0.22
200306,0.4,0.442,0.5249,0.144,0.025
200307,0.49,0.455,0.5442,0.282,0.109
200308,0.62,0.525,0.5931,0.277,0.111
200309,0.6,0.52,0.6071,0.325,0.187
200310,0.67,0.566,0.7068,0.437,0.292
200311,0.48,0.428,0.5365,0.351,0.215
200312,0.68,0.523,0.7013,0.448,0.364
200401,0.52,0.504,0.5536,0.318,0.184
200402,0.65,0.571,0.6757,0.328,0.204
200403,0.58,0.51,0.6476,0.444,0.317
200404,0.51,0.494,0.5627,0.274,0.151
200405,0.34,0.323,0.4333,0.156,0.048
200406,0.33,0.347,0.4716,0.1,0.017
200407,0.19,0.369,0.4565,0.001,-0.189
200408,0.41,0.416,0.4596,0.084,-0.058
200409,0.45,0.446,0.494,0.209,0.114
200410,0.57,0.478,0.5659,0.283,0.239
200411,0.65,0.526,0.7264,0.217,0.153
200412,0.5,0.376,0.4827,0.125,0.086
200501,0.71,0.461,0.5688,0.437,0.294
200502,0.56,0.38,0.4513,0.348,0.174
200503,0.69,0.499,0.6552,0.324,0.216
200504,0.61,0.534,0.6737,0.484,0.361
200505,0.56,0.481,0.6246,0.289,0.203
200506,0.59,0.512,0.6615,0.261,0.214
200507,0.56,0.536,0.6448,0.36,0.272
200508,0.56,0.509,0.5861,0.262,0.132
200509,0.68,0.513,0.6607,0.404,0.318
200510,0.72,0.508,0.6503,0.388,0.347
200511,0.64,0.483,0.6829,0.331,0.308
200512,0.61,0.37,0.5594,0.159,0.176
200601,0.46,0.319,0.4054,0.234,0.185
200602,0.61,0.448,0.5436,0.25,0.219
200603,0.58,0.38,0.5222,0.259,0.188
200604,0.42,0.37,0.46,0.238,0.137
200605,0.38,0.338,0.4817,0.073,-0.031
200606,0.55,0.438,0.6136,0.168,0.121
200607,0.42,0.444,0.5859,0.231,0.147
200608,0.65,0.493,0.5731,0.233,0.194
200609,0.57,0.422,0.6026,0.32,0.239
200610,0.59,0.48,0.6407,0.32,0.303
200611,0.64,0.445,0.5953,0.198,0.19
200612,0.71,0.523,0.7241,0.289,0.21
200701,0.89,0.61,0.819,0.546,0.408
200702,0.63,0.509,0.5928,0.335,0.215
200703,0.64,0.438,0.602,0.35,0.243
200704,0.68,0.472,0.6766,0.299,0.18
200705,0.6,0.373,0.5132,0.185,0.181
200706,0.52,0.384,0.4785,0.196,0.153
200707,0.55,0.407,0.4765,0.261,0.181
200708,0.54,0.364,0.4847,0.318,0.172
200709,0.5,0.412,0.5475,0.255,0.137
200710,0.54,0.367,0.5157,0.219,0.144
200711,0.47,0.269,0.4725,0.129,0.058
200712,0.4,0.215,0.4328,0.064,-0.058
200801,0.17,0.053,0.2227,-0.104,-0.302
200802,0.26,0.192,0.3527,-0.055,-0.258
200803,0.66,0.449,0.7113,0.049,-0.071
200804,0.43,0.271,0.4354,0.028,-0.022
200805,0.41,0.278,0.4369,-0.129,-0.191
200806,0.34,0.308,0.488,-0.03,-0.121
200807,0.52,0.417,0.5124,0.079,-0.009
200808,0.34,0.395,0.4901,0.066,-0.055
200809,0.53,0.376,0.4623,0.184,0.137
200810,0.55,0.443,0.6113,0.182,0.128
200811,0.58,0.393,0.6031,0.218,0.17
200812,0.47,0.327,0.4852,0.15,0.095
200901,0.55,0.387,0.501,0.252,0.145
200902,0.46,0.374,0.4891,0.194,0.154
200903,0.47,0.374,0.5106,0.155,0.092
200904,0.5,0.417,0.6011,0.172,0.06
200905,0.54,0.407,0.5299,0.055,0.06
200906,0.61,0.508,0.605,0.018,-0.011
200907,0.66,0.515,0.5675,0.329,0.359
200908,0.57,0.544,0.6271,0.243,0.173
200909,0.65,0.473,0.625,0.472,0.38
200910,0.61,0.442,0.5654,0.301,0.243
200911,0.68,0.448,0.5859,0.329,0.389
200912,0.6,0.427,0.5014,0.204,0.204
201001,0.7,0.489,0.6099,0.596,0.542
201002,0.75,0.481,0.6333,0.524,0.51
201003,0.85,0.582,0.7755,0.599,0.554
201004,0.75,0.572,0.729,0.506,0.4
201005,0.64,0.516,0.69,0.531,0.454
201006,0.55,0.541,0.657,0.494,0.385
201007,0.5,0.544,0.6413,0.564,0.419
201008,0.54,0.485,0.5642,0.554,0.441
201009,0.54,0.391,0.4851,0.511,0.477
201010,0.62,0.4,0.5429,0.303,0.306
201011,0.73,0.456,0.6998,0.316,0.273
201012,0.4,0.253,0.3786,0.22,0.181
201101,0.46,0.194,0.3768,0.084,-0.01
201102,NA,NA,NA,0.051,-0.018
